ocrSubjNumR,tocNum,ocrRepNo,id_repno_all,id_hd,tocName,keywordsall
3.1,3.1,NACA-TN-2697,NACA-TN-2697,metadc57254,Complete Systems,air induction systems aircraft propulsion
3.1,3.1,NACA-TN-2697,NACA-TN-2697,metadc57254,Complete Systems,air induction systems aircraft propulsion
3.1,3.1,NACA-TN-2697,NACA-TN-2697,metadc57254,Cooling of Engines,air induction systems aircraft propulsion
3.1,3.1,NACA-TN-3140,NACA-TN-3140,metadc57195,Cooling of Engines,aircraft cooling aerodynamic heating
3.1,3.1,NACA-TN-3261,NACA-TN-3261,metadc57237,Cooling of Engines,aircraft propulsion aircraft power
3.1,3.1,NACA-RM-E7I30,NACA-RM-E7I30,metadc58160,Complete Systems,turbojet engines pressure characteristics
3.1,3.1,NACA-TN-3261,NACA-TN-3261,metadc57237,Complete Systems,aircraft propulsion aircraft power
3.1.1,3.1.1,NACA-RM-L54F29,NACA-RM-L54F29,metadc60672,Reciprocating Engines,internal-flow systems helicopters
3.1.1,3.1.1,NACA-TN-3774,NACA-TN-3774,metadc55996,Reciprocating Engines,crash-fire prevention systems initiating systems aircraft crashes
3.1.1,3.1.1,NACA-TR-1026,NACA-TR-1026,metadc60371,Reciprocating Engines,aircraft fuels piston-type engines aircraft engines
3.1.1,3.1.1,NACA-RM-54L29,NACA-RM-54L29,metadc61053,Reciprocating Engines,meteorology turbojet engines commercial aircraft
3.1.1,3.1.1,NACA-RM-E55B11,NACA-RM-E55B11,metadc61206,Reciprocating Engines,aircraft crashes crash fire protection system
3.1.10,3.1.10,NACA-RM-E54K03,NACA-RM-E54K03,metadc60894,Nuclear Energy Systems,radioactivity Submarine Intermediate Reactor
3.1.10,3.1.10,NACA-RM-E54H04,NACA-RM-E54H04,metadc60734,Nuclear Energy Systems,indium chemical properties
3.1.10,3.1.10,NACA-TN-3661,NACA-TN-3661,metadc56635,Nuclear Energy Systems,reactor compositions molecular composition
3.1.10,3.1.10,NACA-TN-4164,NACA-TN-4164,metadc56848,Nuclear Energy Systems,reactivity effects reactors
3.1.10,3.1.10,NACA-RM-E53L18,NACA-RM-E53L18,metadc59947,Nuclear Energy Systems,Inconel X Flinak heat transfer characteristics
3.1.10,3.1.10,NACA-RM-E53B26,NACA-RM-E53B26,metadc62152,Nuclear Energy Systems,thermal distortion reactor control rods
3.1.10,3.1.10,NACA-RM-E52B28,NACA-RM-E52B28,metadc59224,Nuclear Energy Systems,nuclear reactors material properties
3.1.10,3.1.10,NACA-RM-E51F21,NACA-RM-E51F21,metadc64648,Nuclear Energy Systems,material properties thermodynamics
3.1.10,3.1.10,NACA-TN-3336,NACA-TN-3336,metadc57490,Nuclear Energy Systems,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.1.10,3.1.10,NACA-RM-E9D01,NACA-RM-E9D01,metadc58197,Nuclear Energy Systems,aircraft engines aircraft power
3.1.10,3.1.10,NACA-RM-E52C11,NACA-RM-E52C11,metadc59191,Nuclear Energy Systems,thermal reactors reactor power
3.1.10,3.1.10,NACA-RM-E51G02,NACA-RM-E51G02,metadc58941,Nuclear Energy Systems,heat transfer characteristics lead-bismuth eutectic
3.1.10,3.1.10,NACA-RM-E7I05,NACA-RM-E7I05,metadc58099,Nuclear Energy Systems,aircraft performance aircraft fuel ducted rockets
3.1.10,3.1.10,NACA-TN-3336,NACA-TN-3336,metadc57490,Nuclear Energy Systems,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.1.10,3.1.10,NACA-TN-2647,NACA-TN-2647,metadc56529,Nuclear Energy Systems,radiation shields transport equations
3.1.10,3.1.10,NACA-TN-2863,NACA-TN-2863,metadc56649,Nuclear Energy Systems,laminar natural-convection flow heat transfer characteristics
3.1.10,3.1.10,NACA-RM-E52L09,NACA-RM-E52L09,metadc59472,Nuclear Energy Systems,sodium hydroxide heat transfer characteristics
3.1.11,3.1.11,NACA-TN-4267,NACA-TN-4267,metadc57522,Miscellaneous Engines,ramjet engines aircraft power
3.1.11,3.1.11,NACA-RM-E57E16,NACA-RM-E57E16,metadc63622,Miscellaneous Engines,aircraft combustion aerodynamics
3.1.11,3.1.11,NACA-RM-L56B17,NACA-RM-L56B17,metadc62435,Miscellaneous Engines,helicopters pressure-jet systems
3.1.12,3.1.12,NACA-RM-E50E05,NACA-RM-E50E05,metadc58482,Comparison of Engine Types,exhaust nozzles turbojet engines
3.1.12,3.1.12,NACA-RM-E7K21,NACA-RM-E7K21,metadc58163,Comparison of Engine Types,helicopters aircraft engines
3.1.12,3.1.12,NACA-TN-2697,NACA-TN-2697,metadc57254,Comparison of Engine Types,air induction systems aircraft propulsion
3.1.12,3.1.12,NACA-TN-2697,NACA-TN-2697,metadc57254,Comparison of Engine Types,air induction systems aircraft propulsion
3.1.2,3.1.2,NACA-TN-2838,NACA-TN-2838,metadc56506,Reciprocating Engines Turbines,calorimeters specific heats heat characteristics
3.1.2.2,3.1.2.2,NACA-RM-E9D01,NACA-RM-E9D01,metadc58197,Compound Engines,aircraft engines aircraft power
3.1.3,3.1.3,NACA-RM-E52H25,NACA-RM-E52H25,metadc59362,Turbojet Engines,aircraft fuel magnesium-hydrocarbon slurry fuels
3.1.3,3.1.3,NACA-RM-E52B08,NACA-RM-E52B08,metadc59177,Turbojet Engines,turbojet engines Reynolds number effects
3.1.3,3.1.3,NACA-RM-E51L14,NACA-RM-E51L14,metadc59087,Turbojet Engines,combustors turbojet engines
3.1.3,3.1.3,NACA-TN-2701,NACA-TN-2701,metadc55864,Turbojet Engines,aircraft-noise problems aircraft construction
3.1.3,3.1.3,NACA-RM-E52B25,NACA-RM-E52B25,metadc59203,Turbojet Engines,afterburners turbojet engines
3.1.3,3.1.3,NACA-TN-2713,NACA-TN-2713,metadc55922,Turbojet Engines,compressor outlets turbojet engines
3.1.3,3.1.3,NACA-TN-2757,NACA-TN-2757,metadc56421,Turbojet Engines,jet-noise problems turbojet engines
3.1.3,3.1.3,NACA-RM-E9K29,NACA-RM-E9K29,metadc57624,Turbojet Engines,thrust augmentation turbojet engines aircraft power
3.1.3,3.1.3,NACA-RM-E51K29,NACA-RM-E51K29,metadc59922,Turbojet Engines,aircraft engines loitering performance range performance
3.1.3,3.1.3,NACA-RM-E51B12,NACA-RM-E51B12,metadc53466,Turbojet Engines,icing protection aircraft icing turbojet engines
3.1.3,3.1.3,NACA-TN-2826,NACA-TN-2826,metadc56352,Turbojet Engines,gas-turbine engines simulation techniques
3.1.3,3.1.3,NACA-RM-E9I16,NACA-RM-E9I16,metadc58330,Turbojet Engines,turbojet engines J35-A-5
3.1.3,3.1.3,NACA-RM-E50A19,NACA-RM-E50A19,metadc58455,Turbojet Engines,flame holders turbojet engines
3.1.3,3.1.3,NACA-TN-2756,NACA-TN-2756,metadc56411,Turbojet Engines,ramjet engines pulsejet engines
3.1.3,3.1.3,NACA-RM-E50I07,NACA-RM-E50I07,metadc58668,Turbojet Engines,turbojet engines combustion efficiency
3.1.3,3.1.3,NACA-RM-E52J21,NACA-RM-E52J21,metadc64988,Turbojet Engines,aircraft fuel fuel volatility characteristics
3.1.3,3.1.3,NACA-RM-E52G18,NACA-RM-E52G18,metadc59312,Turbojet Engines,aircraft cooling turbine blades coolant passage configurations
3.1.3,3.1.3,NACA-TN-3763,NACA-TN-3763,metadc55968,Turbojet Engines,sound pressures acoustical near fields
3.1.3,3.1.3,NACA-TN-3764,NACA-TN-3764,metadc55969,Turbojet Engines,jet-engine exhaust aircraft noise
3.1.3,3.1.3,NACA-RM-E55L06,NACA-RM-E55L06,metadc62056,Turbojet Engines,material properties Inconel 550
3.1.3,3.1.3,NACA-RM-E55F08,NACA-RM-E55F08,metadc61437,Turbojet Engines,Inconel 550 turbine blades metallic properties
3.1.3,3.1.3,NACA-RM-E55A21,NACA-RM-E55A21,metadc64501,Turbojet Engines,J33-9 turbojet engines aircraft turbines turbine blades
3.1.3,3.1.3,NACA-RM-E54L20,NACA-RM-E54L20,metadc61052,Turbojet Engines,aircraft cooling compressor air bleed
3.1.3,3.1.3,NACA-RM-E54K17,NACA-RM-E54K17,metadc62619,Turbojet Engines,heat treatments J33-33 turbojet engines
3.1.3,3.1.3,NACA-RM-L54K18,NACA-RM-L54K18,metadc60997,Turbojet Engines,aircraft diffusers boundary layer control
3.1.3,3.1.3,NACA-RM-E54H12,NACA-RM-E54H12,metadc60718,Turbojet Engines,turbojet engines aircraft impellers aircraft cooling
3.1.3,3.1.3,NACA-RM-L54G21,NACA-RM-L54G21,metadc60758,Turbojet Engines,aircraft diffusers vortex generators
3.1.3,3.1.3,NACA-RM-L54F29,NACA-RM-L54F29,metadc60672,Turbojet Engines,internal-flow systems helicopters
3.1.3,3.1.3,NACA-RM-E54E21,NACA-RM-E54E21,metadc62541,Turbojet Engines,aircraft blade roots fir-tree roots tensile strength
3.1.3,3.1.3,NACA-RM-E54D27,NACA-RM-E54D27,metadc60554,Turbojet Engines,aircraft turbine engines aircraft lubricants
3.1.3,3.1.3,NACA-RM-E53J15,NACA-RM-E53J15,metadc62805,Turbojet Engines,turbojet engines aircraft afterburners
3.1.3,3.1.3,NACA-RM-E53I15,NACA-RM-E53I15,metadc59974,Turbojet Engines,analyses compressors
3.1.3,3.1.3,NACA-RM-E53I02,NACA-RM-E53I02,metadc60009,Turbojet Engines,aircraft fuel ethyl ether
3.1.3,3.1.3,NACA-RM-E53F17,NACA-RM-E53F17,metadc59695,Turbojet Engines,aircraft combustion turbojet engines
3.1.3,3.1.3,NACA-TN-3774,NACA-TN-3774,metadc55996,Turbojet Engines,crash-fire prevention systems initiating systems aircraft crashes
3.1.3,3.1.3,NACA-RM-E7I30,NACA-RM-E7I30,metadc58160,Turbojet Engines,turbojet engines pressure characteristics
3.1.3,3.1.3,NACA-TN-3834,NACA-TN-3834,metadc56081,Turbojet Engines,aircraft inlets turbojet engines temperature effects
3.1.3,3.1.3,NACA-TN-3926,NACA-TN-3926,metadc56680,Turbojet Engines,turbojet engines engine controls
3.1.3,3.1.3,NACA-RM-E8L13,NACA-RM-E8L13,metadc57938,Turbojet Engines,aircraft fuel turbojet engines
3.1.3,3.1.3,NACA-RM-E51A24,NACA-RM-E51A24,metadc58875,Turbojet Engines,aircraft engines ignition-energy requirements
3.1.3,3.1.3,NACA-RM-E52J29,NACA-RM-E52J29,metadc59434,Turbojet Engines,cooling systems turbojet engines missiles
3.1.3,3.1.3,NACA-RM-E51G13,NACA-RM-E51G13,metadc64863,Turbojet Engines,heat-resistant alloys engine turbine blades
3.1.3,3.1.3,NACA-RM-E51I06,NACA-RM-E51I06,metadc59134,Turbojet Engines,turbojet engines aircraft power
3.1.3,3.1.3,NACA-RM-E7G23,NACA-RM-E7G23,metadc58166,Turbojet Engines,aerodynamics turbojet engines thrust augmentation
3.1.3,3.1.3,NACA-RM-E7L05,NACA-RM-E7L05,metadc58205,Turbojet Engines,turbine blades turbojet engines
3.1.3,3.1.3,NACA-TN-2456,NACA-TN-2456,metadc54131,Turbojet Engines,heat exchangers turbojet engines
3.1.3,3.1.3,NACA-TN-2513,NACA-TN-2513,metadc55878,Turbojet Engines,thermodynamics metallic properties Haynes Stellite alloy
3.1.3,3.1.3,NACA-TN-2634,NACA-TN-2634,metadc56368,Turbojet Engines,aircraft fuel flow turbojet engines
3.1.3,3.1.3,NACA-TN-2642,NACA-TN-2642,metadc56440,Turbojet Engines,experiments turbojet engines
3.1.3,3.1.3,NACA-TN-4023,NACA-TN-4023,metadc57376,Turbojet Engines,turbine-wheel assemblies aircraft turbines
3.1.3,3.1.3,NACA-TN-3983,NACA-TN-3983,metadc56428,Turbojet Engines,aircraft combustors transverse acoustic fields
3.1.3,3.1.3,NACA-TN-3973,NACA-TN-3973,metadc56337,Turbojet Engines,crash fires aircraft crashes aircraft safety
3.1.3,3.1.3,NACA-TN-3975,NACA-TN-3975,metadc56355,Turbojet Engines,aircraft tailpipes aircraft braking
3.1.3,3.1.3,NACA-RM-E52H04,NACA-RM-E52H04,metadc59583,Turbojet Engines,turbojet engines dynamic characteristics
3.1.3,3.1.3,NACA-TN-3936,NACA-TN-3936,metadc56816,Turbojet Engines,turbojet engines engine controls
3.1.3,3.1.3,NACA-RM-E56K30,NACA-RM-E56K30,metadc64388,Turbojet Engines,metallographic examinations overtemperatured buckets
3.1.3,3.1.3,NACA-RM-E52J30,NACA-RM-E52J30,metadc59436,Turbojet Engines,aircraft cooling missiles missile cooling
3.1.3,3.1.3,NACA-TN-4159,NACA-TN-4159,metadc56815,Turbojet Engines,aircraft control turbojet engines
3.1.3,3.1.3,NACA-RM-E53B02,NACA-RM-E53B02,metadc59633,Turbojet Engines,ignitions turbojet engines
3.1.3,3.1.3,NACA-RM-E8F29,NACA-RM-E8F29,metadc57802,Turbojet Engines,burner liners thermodynamics
3.1.3,3.1.3,NACA-RM-E8G02,NACA-RM-E8G02,metadc57677,Turbojet Engines,aircraft performance drag characteristics
3.1.3,3.1.3,NACA-RM-E8G02a,NACA-RM-E8G02a,metadc57680,Turbojet Engines,aircraft engines I-40 aircraft performance
3.1.3,3.1.3,NACA-RM-E8J25b,NACA-RM-E8J25b,metadc62747,Turbojet Engines,experiments turbojet engines
3.1.3,3.1.3,NACA-RM-E8J25C,NACA-RM-E8J25c,metadc57842,Turbojet Engines,ice prevention aircraft icing
3.1.3,3.1.3,NACA-RM-E8L02,NACA-RM-E8L02,metadc57982,Turbojet Engines,aircraft fuel turbojet engines aircraft power
3.1.3,3.1.3,NACA-RM-E9B02,NACA-RM-E9B02,metadc58270,Turbojet Engines,exhaust nozzles clamshell variable exhaust nozzles turbojet engines
3.1.3,3.1.3,NACA-RM-E9D01,NACA-RM-E9D01,metadc58197,Turbojet Engines,aircraft engines aircraft power
3.1.3,3.1.3,NACA-RM-E9G13,NACA-RM-E9G13,metadc58276,Turbojet Engines,Vitallium blades aircraft blades
3.1.3,3.1.3,NACA-RM-E9I23,NACA-RM-E9I23,metadc58334,Turbojet Engines,Rolls-Royce Nene II turbojet engines aircraft performance
3.1.3,3.1.3,NACA-RM-E9I27,NACA-RM-E9I27,metadc58317,Turbojet Engines,British Rolls-Royce Nene II aircraft engines
3.1.3,3.1.3,NACA-RM-E9G08,NACA-RM-E9G08,metadc62791,Turbojet Engines,turbojet engines thrust augmentation tailpipe burning
3.1.3,3.1.3,NACA-RM-E9I22,NACA-RM-E9I22,metadc58333,Turbojet Engines,aircraft combustors temperature distribution
3.1.3,3.1.3,NACA-RM-E50C15,NACA-RM-E50C15,metadc58470,Turbojet Engines,aircraft icing icing prevention
3.1.3,3.1.3,NACA-RM-E50A04,NACA-RM-E50A04,metadc58378,Turbojet Engines,gas turbines turbojet engines
3.1.3,3.1.3,NACA-RM-E50B10,NACA-RM-E50B10,metadc58544,Turbojet Engines,Rolls Royce Nene II engine temperature distributions
3.1.3,3.1.3,NACA-RM-E50A31,NACA-RM-E50A31,metadc58575,Turbojet Engines,aircraft engines British Rolls-Royce Nene II aircraft performance
3.1.3,3.1.3,NACA-RM-E50E05,NACA-RM-E50E05,metadc58482,Turbojet Engines,exhaust nozzles turbojet engines
3.1.3,3.1.3,NACA-RM-E50E22,NACA-RM-E50E22,metadc58453,Turbojet Engines,turbine-blade cooling aircraft engines aircraft performance
3.1.3,3.1.3,NACA-RM-E50G11,NACA-RM-E50G11,metadc58625,Turbojet Engines,axial-flow turbojet engines velocity distortion
3.1.3,3.1.3,NACA-RM-E51J10,NACA-RM-E51J10,metadc59175,Turbojet Engines,aircraft engines turbine blades
3.1.3,3.1.3,NACA-RM-E51J03,NACA-RM-E51J03,metadc59098,Turbojet Engines,aircraft turbines stress testing aircraft engines
3.1.3,3.1.3,NACA-RM-E52K26,NACA-RM-E52K26,metadc59478,Turbojet Engines,afterburners turbojet engines
3.1.3,3.1.3,NACA-RM-E52F23,NACA-RM-E52F23,metadc59303,Turbojet Engines,radiant heat transfer turbojet combustors
3.1.3,3.1.3,NACA-RM-E52H05,NACA-RM-E52H05,metadc59588,Turbojet Engines,material properties gas-turbine blades ceramals
3.1.3,3.1.3,NACA-RM-E8D13,NACA-RM-E8D13,metadc57684,Turbojet Engines,ice prevention hot-gas blowback systems
3.1.3,3.1.3,NACA-RM-E7K14,NACA-RM-E7K14,metadc58146,Turbojet Engines,turbojet engines water-alcohol injections aircraft performance
3.1.3,3.1.3,NACA-RM-E7L17,NACA-RM-E7L17,metadc58247,Turbojet Engines,gas-turbine engines aircraft control
3.1.3,3.1.3,NACA-RM-E7L16,NACA-RM-E7L16,metadc58239,Turbojet Engines,turbojet engines wind tunnels
3.1.3,3.1.3,NACA-TN-4373,NACA-TN-4373,metadc57510,Turbojet Engines,turbine blades vibrational stresses
3.1.3,3.1.3,NACA-RM-E9K30,NACA-RM-E9K30,metadc58398,Turbojet Engines,thrust augmentation turbojet engines water-alcohol engine injection
3.1.3,3.1.3,NACA-RM-E50D17,NACA-RM-E50D17,metadc58534,Turbojet Engines,thrust augmentation aircraft engines
3.1.3,3.1.3,NACA-RM-E50H07,NACA-RM-E50H07,metadc58524,Turbojet Engines,turbojet engines water-alcohol injections thrust characteristics
3.1.3,3.1.3,NACA-RM-E51J18,NACA-RM-E51J18,metadc58929,Turbojet Engines,aircraft power ignition limits
3.1.3,3.1.3,NACA-RM-E51K15,NACA-RM-E51K15,metadc59320,Turbojet Engines,turbojet engines internal drag
3.1.3,3.1.3,NACA-RM-E51L13,NACA-RM-E51L13,metadc59084,Turbojet Engines,blade designs turbojet engines
3.1.3,3.1.3,NACA-RM-E52C21,NACA-RM-E52C21,metadc59266,Turbojet Engines,air-cooled turbine blades aircraft blades
3.1.3,3.1.3,NACA-RM-E52E28,NACA-RM-E52E28,metadc59333,Turbojet Engines,aircraft compressors flow characteristics
3.1.3,3.1.3,NACA-RM-A52K12,NACA-RM-A52K12,metadc59444,Turbojet Engines,thrust measurements aircraft power
3.1.3,3.1.3,NACA-TN-3452,NACA-TN-3452,metadc57469,Turbojet Engines,jet noise reduction jet noise
3.1.3,3.1.3,NACA-TN-3406,NACA-TN-3406,metadc57446,Turbojet Engines,anenometers aircraft compressors
3.1.3,3.1.3,NACA-RM-E53A15,NACA-RM-E53A15,metadc59548,Turbojet Engines,mixed-flow compressors vaneless sections
3.1.3,3.1.3,NACA-TN-3330,NACA-TN-3330,metadc57439,Turbojet Engines,foreign object ingestion aircraft engines
3.1.3,3.1.3,NACA-TN-3152,NACA-TN-3152,metadc57024,Turbojet Engines,combustion chambers transverse resonance
3.1.3,3.1.3,NACA-RM-E53C12,NACA-RM-E53C12,metadc59752,Turbojet Engines,aircraft blade roots rupture strengths material properties
3.1.3,3.1.3,NACA-RM-E53A19,NACA-RM-E53A19,metadc59578,Turbojet Engines,turbine blades blade coatings
3.1.3,3.1.3,NACA-RM-E52D10,NACA-RM-E52D10,metadc59244,Turbojet Engines,Stellite 21 turbine blades aircraft engines
3.1.3,3.1.3,NACA-RM-E51J25,NACA-RM-E51J25,metadc58958,Turbojet Engines,aircraft blades aircraft engines
3.1.3,3.1.3,NACA-RM-E51F11,NACA-RM-E51F11,metadc59051,Turbojet Engines,turbojet engines ignition systems
3.1.3,3.1.3,NACA-RM-E51D16,NACA-RM-E51D16,metadc58828,Turbojet Engines,aircraft blades blade failures metallic properties
3.1.3,3.1.3,NACA-RM-E51D19,NACA-RM-E51D19,metadc58992,Turbojet Engines,aircraft nozzles turbojet engines
3.1.3,3.1.3,NACA-RM-E50D19,NACA-RM-E50D19,metadc58542,Turbojet Engines,aircraft fuel aircraft power
3.1.3,3.1.3,NACA-RM-E6L27a,NACA-RM-E6L27a,metadc63804,Turbojet Engines,jet-propulsion engines aircraft power
3.1.3,3.1.3,NACA-RM-E7L12,NACA-RM-E7L12,metadc58221,Turbojet Engines,turbojet engines nozzle-blade temperatures turbine-bucket temperatures
3.1.3,3.1.3,NACA-RM-E7J19,NACA-RM-E7J19,metadc58112,Turbojet Engines,turbojet engines water injection
3.1.3,3.1.3,NACA-TN-3335,NACA-TN-3335,metadc57485,Turbojet Engines,gas-turbine engines aircraft performance
3.1.3,3.1.3,NACA-TN-3012,NACA-TN-3012,metadc56793,Turbojet Engines,supersonic airplanes turbojet engines
3.1.3,3.1.3,NACA-RM-E52F23,NACA-RM-E52F23,metadc53295,Turbojet Engines,radiant heat transfer turbojet combustors
3.1.3,3.1.3,NACA-RM-E53C25,NACA-RM-E53C25,metadc59716,Turbojet Engines,aircraft blades root designs material properties
3.1.3,3.1.3,NACA-RM-E56B03,NACA-RM-E56B03,metadc64557,Turbojet Engines,aerodynamics axial-flow compressors
3.1.3,3.1.3,NACA-RM-E56D02,NACA-RM-E56D02,metadc62662,Turbojet Engines,vapor pressures aircraft fuel
3.1.3,3.1.3,NACA-RM-E52K13,NACA-RM-E52K13,metadc59459,Turbojet Engines,aircraft blades blade root configurations aircraft engines
3.1.3,3.1.3,NACA-RM-E55H02,NACA-RM-E55H02,metadc61809,Turbojet Engines,turbojet engines aircraft failures
3.1.3,3.1.3,NACA-RM-E55G14,NACA-RM-E55G14,metadc61578,Turbojet Engines,aircraft cooling turbine blades
3.1.3,3.1.3,NACA-RM-E55A31,NACA-RM-E55A31,metadc61121,Turbojet Engines,combustors pentaborane
3.1.3,3.1.3,NACA-RM-E54I28,NACA-RM-E54I28,metadc60969,Turbojet Engines,turbojet engines guide vanes aircraft inlets
3.1.3,3.1.3,NACA-RM-E55C09,NACA-RM-E55C09,metadc61316,Turbojet Engines,turbojet engines aircraft cooling
3.1.3,3.1.3,NACA-RM-L54L29,NACA-RM-L54L29,metadc61061,Turbojet Engines,air inlets analyses
3.1.3,3.1.3,NACA-RM-E54K12,NACA-RM-E54K12,metadc60803,Turbojet Engines,JP-4 fuels turbojet combustors
3.1.3,3.1.3,NACA-RM-E54E11,NACA-RM-E54E11,metadc60288,Turbojet Engines,aircraft combustors turbojet engines ceramic-lined pilot chambers
3.1.3,3.1.3,NACA-RM-E54F21,NACA-RM-E54F21,metadc60577,Turbojet Engines,aircraft power thrust control
3.1.3,3.1.3,NACA-RM-E56D13,NACA-RM-E56D13,metadc62651,Turbojet Engines,tubrojet engines aircraft compressors pressure ratios
3.1.3,3.1.3,NACA-RM-E54E25,NACA-RM-E54E25,metadc62507,Turbojet Engines,aircraft afterburners pressure characteristics
3.1.3,3.1.3,NACA-RM-E54D21,NACA-RM-E54D21,metadc60511,Turbojet Engines,turbojet engines air-cooled engines
3.1.3,3.1.3,NACA-RM-E53D02,NACA-RM-E53D02,metadc62088,Turbojet Engines,hydraulic control aircraft control
3.1.3,3.1.3,NACA-RM-E54C22,NACA-RM-E54C22,metadc60397,Turbojet Engines,turbojet engines aircraft turbines engine performance
3.1.3,3.1.3,NACA-RM-E54B23,NACA-RM-E54B23,metadc60258,Turbojet Engines,translating-cone inlets flow characteristics
3.1.3,3.1.3,NACA-RM-E54A18,NACA-RM-E54A18,metadc60224,Turbojet Engines,aircraft ejectors aircraft cooling
3.1.3,3.1.3,NACA-RM-E54A08,NACA-RM-E54A08,metadc60151,Turbojet Engines,turbojet engines vibration surveys aircraft stability
3.1.3,3.1.3,NACA-RM-E53I01,NACA-RM-E53I01,metadc62147,Turbojet Engines,aircraft afterburners screech characteristics
3.1.3,3.1.3,NACA-RM-E53G15,NACA-RM-E53G15,metadc59672,Turbojet Engines,high altitudes turbojet combustors
3.1.3,3.1.3,NACA-RM-E53C17,NACA-RM-E53C17,metadc59756,Turbojet Engines,turbojet engines aircraft controls
3.1.3,3.1.3,NACA-RM-E53A30,NACA-RM-E53A30,metadc62074,Turbojet Engines,aircraft afterburners diffuser exits
3.1.3,3.1.3,NACA-RM-E53D08,NACA-RM-E53D08,metadc59787,Turbojet Engines,aircraft afterburners transpiration cooling
3.1.3,3.1.3,NACA-RM-E53C19,NACA-RM-E53C19,metadc59783,Turbojet Engines,aircraft compressors stall characteristics
3.1.3,3.1.3,NACA-RM-E54E25,NACA-RM-E54E25,metadc53298,Turbojet Engines,cooling characteristics aircraft afterburners wire cloth
3.1.3,3.1.3,NACA-RM-E56A23,NACA-RM-E56A23,metadc62485,Turbojet Engines,aircraft fuels nomographs exhaust gases
3.1.3,3.1.3,NACA-RM-E55L13,NACA-RM-E55L13,metadc61895,Turbojet Engines,aircraft engines inlet pressure control valves
3.1.3,3.1.3,NACA-RM-E56F29,NACA-RM-E56F29,metadc62499,Turbojet Engines,afterburners turbojet engines
3.1.3,3.1.3,NACA-RM-E53G14,NACA-RM-E53G14,metadc59663,Turbojet Engines,aircraft fuel aircraft propulsion
3.1.3,3.1.3,NACA-RM-L53K30,NACA-RM-L53K30,metadc59931,Turbojet Engines,annular-diffuser-tailpipe combinations aircraft power
3.1.3,3.1.3,NACA-RM-54L29,NACA-RM-54L29,metadc61053,Turbojet Engines,meteorology turbojet engines commercial aircraft
3.1.3,3.1.3,NACA-TN-3512,NACA-TN-3512,metadc57611,Turbojet Engines,HS-21 blades J33-9 turbojet engines metallic properties
3.1.3,3.1.3,NACA-TN-3516,NACA-TN-3516,metadc57656,Turbojet Engines,aircraft nozzles toothed attachments
3.1.3,3.1.3,NACA-TN-3517,NACA-TN-3517,metadc57663,Turbojet Engines,aircraft compressors turbojet engines
3.1.3,3.1.3,NACA-TN-3573,NACA-TN-3573,metadc57882,Turbojet Engines,turbojet engines aircraft nozzles
3.1.3,3.1.3,NACA-TN-3582,NACA-TN-3582,metadc57903,Turbojet Engines,aircraft power climb technique
3.1.3,3.1.3,NACA-RM-E56E24,NACA-RM-E56E24,metadc62797,Turbojet Engines,Inconel 739 metallic properties buckets
3.1.3,3.1.3,NACA-TN-3714,NACA-TN-3714,metadc56007,Turbojet Engines,temperature measuring systems sonic-flow orifices drag measurements
3.1.3,3.1.3,NACA-TN-3274,NACA-TN-3274,metadc57430,Turbojet Engines,turbojet engines aircraft control control systems
3.1.3,3.1.3,NACA-TN-3665,NACA-TN-3665,metadc56685,Turbojet Engines,thrust reversers aircraft engines aircraft power
3.1.3,3.1.3,NACA-RM-E53C24,NACA-RM-E53C24,metadc59714,Turbojet Engines,aircraft combustors aircraft fuel aircraft engines
3.1.3,3.1.3,NACA-TN-3764,NACA-TN-3764,metadc55969,Turbojet Engines,jet-engine exhaust aircraft noise
3.1.3,3.1.3,NACA-RM-E57C15,NACA-RM-E57C15,metadc63314,Turbojet Engines,cast-cored blades aircraft blades fabrication techniques
3.1.3,3.1.3,NACA-TN-4033,NACA-TN-4033,metadc57529,Turbojet Engines,noise suppression jet screens
3.1.3,3.1.3,NACA-TN-4076,NACA-TN-4076,metadc57025,Turbojet Engines,2024-T3 aluminum panel stresses
3.1.3,3.1.3,NACA-TN-4156,NACA-TN-4156,metadc56795,Turbojet Engines,hydrogen-air mixtures burning velocity
3.1.3,3.1.3,NACA-TN-4136,NACA-TN-4136,metadc56751,Turbojet Engines,aerodynamic lifts blade-row aerodynamics
3.1.3,3.1.3,NACA-RM-E51E24,NACA-RM-E51E24,metadc58909,Turbojet Engines,turbojet engines turbine rotor blades
3.1.3,3.1.3,NACA-TN-4263,NACA-TN-4263,metadc57495,Turbojet Engines,S-816 alloy turbojet engines turbine buckets
3.1.3,3.1.3,NACA-TN-4100,NACA-TN-4100,metadc56552,Turbojet Engines,vibrational characteristics aircraft blades aircraft turbines
3.1.3,3.1.3,NACA-TN-4215,NACA-TN-4215,metadc57135,Turbojet Engines,high-temperatures turbojet engines
3.1.4,3.1.4,NACA-RM-E54B05,NACA-RM-E54B05,metadc60351,Turbo-Propeller Engines,aircraft engines aircraft lubricants chemical properties
3.1.4,3.1.4,NACA-RM-E53D16,NACA-RM-E53D16,metadc59596,Turbo-Propeller Engines,aircraft turbines aircraft design aerodynamics
