title,creatorsall,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Latécoère Air Lines,"Van Zandt, J. Parker",1925,18,metadc65130,19930090708,NACA-TM-327,1925.4728394431759,0.5086540054540795,commercial aircraft air lines,NACA-TM-327
Least-Work Analysis of the Problem of Shear Lag in Box Beams,"Hildebrand, Francis B. and Reissner, Eric",1943,126,metadc56663,19930084899,NACA-TN-893,1943.9989151712773,0.0075775472086029305,box beams shear lag problem stress characteristics,NACA-TN-893
The Measurement of the Damping in Roll on a JN4h in Flight,"Norton, F. H.",1924,199,metadc65818,19930091233,NACA-TR-167,1924.8415144989813,0.7363809561068855,damping in roll aircraft stability,NACA-TR-167
"Relation Of ""Lilienthal Effect"" to Dynamic Soaring Flight","Fick, Roderich",1925,18,metadc59239,19930087115,NACA-TM-324,1925.0762907130083,0.8516576274262211,Lilienthal effect soaring flight aerodynamics,NACA-TM-324
Relative Motion in the Terminal Phase of Interception of a Satellite or a Ballistic Missile,"Hord, Richard A.",1958,33,metadc57277,19930085185,NACA-TN-4399,1958.7142723947486,0.12369588819651967,pilotless aircraft aerodynamics,NACA-TN-4399
Remarks on Airplane Struts and Girders Under Compressive and Bending Stresses: Index Values,"Wagner, Herbert",1929,29,metadc65287,19930090820,NACA-TM-500,1929.8149136397649,0.2760196035193567,stress characteristics aircraft struts aircraft girders,NACA-TM-500
Residual Stress Analysis of Overspeeded Disk With Central Hole by X-Ray Diffraction,"Good, James N.",1948,30,metadc57823,19930085486,NACA-RM-E8E11,1948.0355590435404,0.4521871828923655,surface stresses overspeed effects aluminum disks,NACA-RM-E8E11
Research on the Control of Airplanes,"Jones, B. Melvill",1928,28,metadc65324,19930090846,NACA-TM-485,1928.224882661216,0.15182177309751366,aircraft control aircraft stability,NACA-TM-485
Requirements for Auxiliary Stiffeners Attached to Panels Under Combined Compression and Shear,"Scott, Merit and Weber, Robert L.",1943,31,metadc56212,19930084633,NACA-TN-921,1943.2485954424683,0.7503181048725647,aircraft stiffeners aluminum alloy sheets,NACA-TN-921
A New Principle of Sound Frequency Analysis,"Theodorsen, Theodore",1931,605,metadc66052,19930091468,NACA-TR-395,1931.5916436971324,0.9184044977764458,aircraft noise sound-frequency analysis,NACA-TR-395
Nomenclature for Aeronautics,,1927,191,metadc65893,19930091308,NACA-TR-240,1927.338678739059,0.9116010346255201,aeronautics nomenclature aircraft vocabulary aircraft design,NACA-TR-240
Nomenclature for Aeronautics,,1924,603,metadc66122,19930091539,NACA-TR-474,1924.3104422608567,0.22125140287202183,aeronautics nomenclature aircraft vocabulary aircraft design,NACA-TR-474
Note on Research Work by Helmholtz and Wien Relating to the Form of Waves Propagated Along the Surface of Separation of Two Liquids,"Burgers, J. M.",1928,10,metadc65276,19930090814,NACA-TM-455,1928.5695678561751,0.7741795372264673,wave forms liquid separation,NACA-TM-455
On the Use of the Indicial-Function Concept in the Analysis of Unsteady Motions of Wings and Wing-Tail Combinations,"Tobak, Murray",1954,43,metadc65696,19930091106,NACA-TR-1188,1954.7559699282576,0.7237207694445537,indical function concepts wing-tail combinations,NACA-TR-1188
Preliminary Results of a Determination of Temperatures of Flames by Means of K-Band Microwave Attenuation,"Rudlin, Leonard",1951,20,metadc64858,19930090537,NACA-RM-E51G20,1951.9955604649585,0.9002297815137772,K-band microwaves temperature-measuring instruments heating characteristics,NACA-RM-E51G20
Nomenclature for Aeronautics,,1923,617,metadc65808,19930091222,NACA-TR-157,1923.0183261395011,0.02398915855001038,aircraft vocabulary aeronautics nomenclature,NACA-TR-157
"The New De Havilland Commercial Airplane: The D.H. 66 With Three Bristol ""Jupiter"" Engines",,1926,12,metadc61401,19930088757,NACA-AC-10,1926.800000032811,0.975217566530583,De Havilland 66 aircraft design,NACA-AC-10
The Normal Component of the Induced Velocity in the Vicinity of a Lifting Rotor and Some Examples of Its Application,"Castles, Walter, Jr. and De Leeuw, Jacob Henri",1952,15,metadc65544,19930090980,NACA-TR-1184,1952.847307875033,0.4459365272213828,lifting rotors induced velocity flow characteristics,NACA-TR-1184
Noise From Two-Blade Propellers,"Stowell, E. Z. and Deming, A. F.",1935,359,metadc66182,19930091599,NACA-TR-526,1935.3341450983855,0.8876125185050552,aircraft propellers aircraft noise propeller noise,NACA-TR-526
Present Status of Aircraft Instruments,Subcommittee on Instruments,1930,153,metadc66026,19930091442,NACA-TR-371,1930.5773019232465,0.8554368218904645,aircraft instruments aircraft design,NACA-TR-371
Preliminary Wing Model Tests in the Variable Density Wind Tunnel of the National Advisory Committee for Aeronautics,"Munk, Max M.",1926,203,metadc65869,19930091284,NACA-TR-217,1926.9417793301218,0.8729522843534434,aircraft wings airfoils wind tunnel testing,NACA-TR-217
"The Problem of Fuel Measurement: The Schiske ""Konsummeter""","Praetorius, K. R. H.",1925,5,metadc59202,19930087067,NACA-TM-315,1925.1756063365442,0.9663710861146003,fuel measurements Schiske Konsummeter measuring tools,NACA-TM-315
On the Statistical Theory of Turbulence,"Heisenberg, W.",1958,36,metadc65398,19930090908,NACA-TM-1431,1958.2249861327032,0.3875804091093198,aircraft turbulence flow characteristics,NACA-TM-1431
One-Dimensional Flows of an Imperfect Diatomic Gas,"Eggers, A. J., Jr.",1948,239,metadc65453,19930090933,NACA-TR-959,1948.0341001865904,0.5535673790669913,flow characteristics one-dimensional flows,NACA-TR-959
On the Theory of Wing Sections With Particular Reference to the Lift Distribution,"Theodorsen, Theodore",1931,17,metadc66045,19930091461,NACA-TR-383,1931.3037714094564,0.24949090266113239,wing sections lift characteristics,NACA-TR-383
On the Take-Off of Heavily Loaded Airplanes,"Breguet, Louis",1928,17,metadc65340,19930090855,NACA-TM-489,1928.0908818772077,0.8550569693958435,load characteristics aircraft takeoffs,NACA-TM-489
The Process of Separation in the Turbulent Friction Layer,"Gruschwitz, E.",1933,12,metadc65452,19930090931,NACA-TM-699,1933.3388467033112,0.1861320705943459,flow separation aircraft wings,NACA-TM-699
A New Relation Between the Induced Yawing Moment and the Rolling Moment of an Airfoil in Straight Motion,"Munk, Max M.",1925,261,metadc65848,19930091263,NACA-TR-197,1925.3038863785598,0.7126932834046604,yawing moments rolling moments airfoils,NACA-TR-197
On the Mutual Reaction of Wings and Body,"Lennertz, J.",1927,10,metadc65212,19930090763,NACA-TM-400,1927.549302895946,0.1400920146698943,wing-body combinations aerodynamics,NACA-TM-400
On the General Theory of Thin Airfoils for Nonuniform Motion,"Reissner, Eric",1944,64,metadc56887,19930085011,NACA-TN-946,1944.7315902236683,0.8985635728284374,airfoils thin-airfoil theory,NACA-TN-946
On the Strength of Box Type Fuselages,"Mathar, J.",1929,17,metadc65363,19930090869,NACA-TM-511,1929.125100301859,0.45851765210434714,aircraft fuselages box type fuselages aircraft design,NACA-TM-511
On Two-Dimensional Flows of Compressible Fluids,"Bergman, Stefan",1945,84,metadc56080,19930084564,NACA-TN-972,1945.0033364160176,0.8635974672899058,compressible fluids flow characteristics,NACA-TN-972
Preliminary Investigation of a New Type of Supersonic Inlet,"Ferri, Antonio and Nucci, Louis M.",1952,19,metadc65691,19930091101,NACA-TR-1104,1952.7120283380425,0.8682359522742884,aircraft inlets supersonic inlets flow characteristics,NACA-TR-1104
A Relation of Wind Shear and Insolation to the Turbulence Encountered by an Airplane in Clear-Air Flight at Low Altitudes,"Thompson, James K.",1951,12,metadc58976,19930086798,NACA-RM-L51H07,1951.468280733137,0.3543831724765617,gust data aircraft turbulence,NACA-RM-L51H07
Relation of Journal Bearing Performance to Minimum Oil-Film Thickness,"Ocvirk, F. W. and DuBois, G. B.",1958,48,metadc57218,19930085158,NACA-TN-4223,1958.7459582442596,0.09296434700131528,oil-film thickness journal bearing performance,NACA-TN-4223
The Measurement of Pressure Through Tubes in Pressure Distribution Tests,"Hemke, Paul E.",1927,301,metadc65923,19930091338,NACA-TR-270,1927.2788727672605,0.09048071637296284,pressure distributions pressure tubes,NACA-TR-270
Law of Similitude for the Surface Resistance of Lacquered Planes Moving in a Straight Line Through Water,"Gebers, Friedrich",1925,92,metadc59070,19930086916,NACA-TM-308,1925.2935302926558,0.10936947345534753,law of similitude surface resistance fluid characteristics,NACA-TM-308
A Self-Balancing Line-Reversal Pyrometer,"Buchele, Donald",1956,68,metadc56588,19930084852,NACA-TN-3656,1956.9519765926177,0.42127529305542677,pyrometers measuring tools,NACA-TN-3656
Identification of Foreign Objects Damaging Compressor Blades in Turbojet Engines,"Spakowski, A. E. and Graab, J.",1957,12,metadc62916,19930089483,NACA-RM-E56J12,1957.6701095375427,0.6072872347878747,compressor blades turbojet engines,NACA-RM-E56J12
Ignition Points and Combustion Reactions in Diesel Engines: Part 1,"Tausz, J. and Schulte, F.",1928,43,metadc65301,19930090832,NACA-TM-483,1928.8231571114281,0.8354604609858042,diesel engines aircraft engines ignition points,NACA-TM-483
Propagation of Sound Into a Wind-Created Shadow Zone,"Pridmore-Brown, David C.",1957,25,metadc63251,19930089629,NACA-RM-57B25,1957.421233974536,0.28700747264205695,sound waves sound propagation shadow formations,NACA-RM-57B25
Prospective Development of Giant Airplanes,"Von Römer, B.",1928,11,metadc65193,19930090754,NACA-TM-463,1928.9455579271944,0.1650898642199783,giant airplanes aircraft design,NACA-TM-463
Qualitative Simulator Study of Longitudinal Stick Forces and Displacements Desirable During Tracking,"Faber, Stanley",1958,23,metadc56994,19930085061,NACA-TN-4202,1958.4569917145102,0.8699281667504664,stick forces aircraft control airplane simulators,NACA-TN-4202
Longitudinal and Lateral Stability Characteristics of a Low-Aspect-Ratio Unswept-Wing Airplane Model at Mach Numbers of 1.82 and 2.01,"Spearman, M. Leroy and Driver, Cornelius",1956,70,metadc62892,19930089469,NACA-RM-L56H06,1956.1360619521479,0.6065784424398144,fighter-type aircraft unswept wings aerodynamics,NACA-RM-L56H06
Measurement of the Longitudinal Moment of Inertia of a Flexible Airplane,"Cole, Henry A., Jr. and Bennion, Frances L.",1956,30,metadc56220,19930084639,NACA-TN-3870,1956.2862607838538,0.4825722242202708,flexible aircraft aircraft stability moment of inertia,NACA-TN-3870
The Measurement of Pressure Altitude on Aircraft,"Gracey, William",1957,25,metadc56621,19930084876,NACA-TN-4127,1957.5571916302965,0.11007492669943131,measuring errors pressure characteristics,NACA-TN-4127
Longitudinal Aerodynamic Characteristics at Transonic Speeds of a Complete Model With an Unswept Wing and a Sweptback Horizontal Tail at Two Vertical Locations,"Hieser, Gerald and Kudlacik, Louis",1955,26,metadc61587,19930088858,NACA-RM-L55F30,1955.2995123446044,0.1025831860986629,aerodynamics unswept wings sweptback horizontal tails,NACA-RM-L55F30
Longitudinal and Lateral Stability and Control Characteristics of Two Canard Airplane Configurations at Mach Numbers of 1.41 and 2.01,"Driver, Cornelius",1957,52,metadc63358,19930089678,NACA-RM-L56L19,1957.2797101407118,0.9014717271921096,aerodynamics canard aircraft aircraft control,NACA-RM-L56L19
Longitudinal and Lateral Stability and Control Characteristics at Mach Number 2.01 of a 60 Degree Delta-Wing Airplane Configuration Equipped With a Canard Control and With Wing Trailing-Edge Flap Controls,"Spearman, M. Leroy and Driver, Cornelius",1958,51,metadc63755,19930089885,NACA-RM-L58A20,1958.0566793815403,0.23635143110324142,canard controls flap controls aerodynamics,NACA-RM-L58A20
Low-Speed Investigation of a Small Triangular Wing of Aspect Ratio 2.0 3: Static Stability With Twin Vertical Fins,"Rose, Leonard M.",1948,11,metadc57673,19930085402,NACA-RM-A8C03,1948.440813030255,0.35276935231248907,triangular wings twin vertical fins,NACA-RM-A8C03
Local Isotropy in Turbulent Shear Flow,"Corrsin, Stanley",1958,15,metadc63956,19930089981,NACA-RM-58B11,1958.6705549585263,0.03971322068199534,local isotropy turbulent shear flow,NACA-RM-58B11
Measurement of the Effect of an Axial Magnetic Field on the Reynolds Number of Transition in Mercury Flowing Through a Glass Tube,"Bader, Michel and Carlson, William C. A.",1958,8,metadc56966,19930085052,NACA-TN-4274,1958.9278362194486,0.008529493514202957,magnetic fields flow stabilization,NACA-TN-4274
Lift and Drag of the Bell X-5 Research Airplane in the 45 Degree Sweptback Configuration at Transonic Speeds,"Nugent, Jack",1956,23,metadc62772,19930089404,NACA-RM-H56E02,1956.074086790264,0.3006031107036462,Bell X-5 lift characteristics drag characteristics,NACA-RM-H56E02
Measured and Predicted Dynamic Response Characteristics of a Flexible Airplane to Elevator Control Over a Frequency Range Including Three Structural Modes,"Cole, Henry A., Jr. and Holleman, Euclid C.",1958,81,metadc56715,19930084927,NACA-TN-4147,1958.5766028841717,0.17684410269946416,flexible aircraft elevator pulses bending frequencies,NACA-TN-4147
Measurements and Power Spectra of Runway Roughness at Airports in Countries of the North Atlantic Treaty Organization,"Thompson, Wilbur E.",1958,85,metadc56946,19930085043,NACA-TN-4303,1958.9770768314704,0.21935162055121027,runway roughness aircraft takeoffs,NACA-TN-4303
Lift and Drag Characteristics of the Douglas D-558-II Research Airplane Obtained in Exploratory Flights to a Mach Number of 2.0,"Nugent, Jack",1954,20,metadc60393,19930088200,NACA-RM-L54F03,1954.1850692116489,0.7791132523160522,D-558-II drag characteristics,NACA-RM-L54F03
Leading-Edge Contours for Thin Swept Wings: An Analysis of Low-and High-Speed Data,"Evans, William T.",1957,29,metadc63085,19930089562,NACA-RM-A57B11,1957.2097721389898,0.30634158797605915,aircraft wings bulbous leading-edge contours,NACA-RM-A57B11
Measurement of Static Pressure on Aircraft,"Gracey, William",1957,71,metadc57120,19930085115,NACA-TN-4184,1957.8096710324094,0.46940270046817834,static pressure characteristics static pressure errors static pressure tubes,NACA-TN-4184
"Effect of Environments of Sodium Hydroxide, Air, and Argon on the Stress-Rupture Properties of Nickel at 1500 Degrees F","McHenry, Howard T. and Probst, H. B.",1958,23,metadc56372,19930084716,NACA-TN-3987,1958.5202311994199,0.8194793054734248,stress-rupture properties sodium hydroxide nickel,NACA-TN-3987
Friction in Pipes at Supersonic and Subsonic Velocities,"Keenan, Joseph H. and Neumann, Ernest P.",1945,41,metadc64931,19930090565,NACA-TN-963,1945.3363737670618,0.5699659734732934,friction coefficients flow characteristics smooth pipes,NACA-TN-963
Impact-Loads Investigation of a Chine-Immersed Model Having a Longitudinally Curved Bow and a V-Bottom With a Dead-Rise Angle of 30 Degrees,"Edge, Philip M., Jr. and Mixson, John S.",1957,24,metadc56580,19930084848,NACA-TN-4106,1957.475215544197,0.7634914904562758,V-bottom models hydrodynamics impact loads,NACA-TN-4106
Friction Studies of Various Materials in Liquid Nitrogen,"Wisander, D. W. and Hady, W. F. and Johnson, R. L.",1958,35,metadc57082,19930085100,NACA-TN-4211,1958.4572978180324,0.05226283385966313,rotating disks sliding effects friction effects,NACA-TN-4211
The Dornier Do K Commercial Airplane (German): A High-Wing Cantilever Monoplane,"Heinze, Edwin P. A.",1932,8,metadc64435,19930090266,NACA-AC-155,1932.589643424796,0.043204287110610196,Dornier Do K aircraft design,NACA-AC-155
Effect of Magnitude of Vibratory Load Superimposed on Mean Tensile Load on Mechanism of and Time to Fracture of Specimens and Correlation to Engine Blade,"Ferguson, Robert R.",1952,26,metadc59430,19930087351,NACA-RM-E52I17,1952.916098034236,0.8375645097669353,tensile fatigue tests engine blades vibratory loads,NACA-RM-E52I17
Effect of Precipitate Particles on Creep of Aluminum-Copper Alloys During Age Hardening,"Underwood, E. E. and Marsh, L. L. and Manning, G. K.",1958,56,metadc57505,19930085293,NACA-TN-4372,1958.2495199958694,0.2752375926069085,aluminum-copper alloys metallic properties,NACA-TN-4372
"Comparison Between Analytical and Wind-Tunnel Results on Flutter of Several Low-Aspect-Ratio, High-Density, Unswept Wings at High Subsonic Speeds and Zero Angle of Attack","Warner, Robert W.",1955,24,metadc61553,19930088835,NACA-RM-A55G08,1955.7857556762754,0.5701648804862713,flutter characteristics aircraft wings,NACA-RM-A55G08
Impact-Loads Investigation of Chine-Immersed Models Having Concave-Convex Transverse Shape and Straight or Curved Keel Lines,"Edge, Philip M., Jr.",1957,66,metadc56885,19930085009,NACA-TN-3940,1957.32942697348,0.22420191085895613,hydrodynamics heavy beam loading,NACA-TN-3940
Optical Methods Involving Light Scattering for Measuring Size and Concentration of Condensation Particles in Supercooled Hypersonic Flow,"Durbin, Enoch J.",1951,28,metadc59841,19930087869,NACA-TN-2441,1951.2207708692522,0.6979352235375876,hypersonic flow optical measuring methods,NACA-TN-2441
Ignition of Ammonia and Mixed Oxides of Nitrogen in 200-Pound-Thrust Rocket Engines at 160 Degrees F,"Hennings, Glen and Ladanyi, Dezso J. and Enders, John H.",1954,18,metadc60390,19930088197,NACA-RM-E54C19,1954.5438906213935,0.7910778036437448,fuel additives aircraft fuel,NACA-RM-E54C19
Hypersonic Viscous Flow Over Slender Cones,"Talbot, Lawrence and Koga, Toyoki and Sherman, Pauline M.",1958,34,metadc57317,19930085201,NACA-TN-4327,1958.7250670771018,0.9556618973608275,slender cones hypersonic viscous flow,NACA-TN-4327
Impact Waves and Detonation: Part 2,"Becker, R.",1929,27,metadc65354,19930090863,NACA-TM-506,1929.8750036530216,0.16414437808089233,impact waves detonation pressure characteristics,NACA-TM-506
Heinkel He 64 c Sport Airplane (German): A Two-Seat Low-Wing Cantilever Monoplane,,1933,8,metadc64590,19930090359,NACA-AC-175,1933.406360955312,0.1124775941977314,Heinkel He 64 c aircraft design,NACA-AC-175
Heinkel Airplane H.D. 39 for Carrying Newspapers,,1926,10,metadc61876,19930088983,NACA-AC-13,1926.1244879973317,0.6039300347001794,Heinkel H.D. 39 aircraft design,NACA-AC-13
Heat Transfer in Isotropic Turbulence During the Final Period of Decay,"Dunn, D. W. and Reid, W. H.",1958,68,metadc57153,19930085128,NACA-TN-4186,1958.9212811362154,0.5313864745613931,heat transfer characteristics isotropic turbulence,NACA-TN-4186
Heat Transfer and Thermal Stresses in Sandwich Panels,"Swann, Robert T.",1958,34,metadc57232,19930085163,NACA-TN-4349,1958.057121956841,0.16171298922623512,sandwich panels heat transfer characteristics,NACA-TN-4349
Heat-Capacity Measurements of Titanium and of a Hydride of Titanium for Temperatures From 4 to 15 K Including a Detailed Description of a Special Adiabatic Specific-Heat Calorimeter,"Aven, M. H. and Craig, R. S. and Wallace, W. E.",1956,30,metadc56051,19930084538,NACA-TN-3787,1956.0047452342062,0.6445699922550158,adiabatic heat-specific calorimeter measuring tools,NACA-TN-3787
The Heat of Combustion of Tetraethyldiborane,"Tannenbaum, Stanley",1957,5,metadc59681,19930087678,NACA-RM-E53E11,1957.938879445079,0.1385394731457561,fuel combustion tetraethyldiborane,NACA-RM-E53E11
The Dreieck I Tailless Airplane (German): A Low-Wing Cantilever Monoplane,"Heinze, Edwin P. A.",1932,5,metadc64436,19930090268,NACA-AC-159,1932.1108334904256,0.2379011944314101,Dreieck I tailless aircraft aircraft design,NACA-AC-159
Calculated Reactivity of Uranyl-Fluoride - Water Criticality Experiments,"Bogart, Donald and Soffer, Leonard",1956,29,metadc62291,19930089174,NACA-RM-E55L23,1956.3566847454695,0.8753021070869023,uranyl-fluoride-water criticality experiments nuclear reactors,NACA-RM-E55L23
Measurements of Boundary-Layer Transition at Low Speed on Two Bodies of Revolution in a Low-Turbulence Wind Tunnel,"Boltz, Frederick W. and Kenyon, George C. and Allen, Clyde Q.",1956,14,metadc62836,19930089442,NACA-RM-A56G17,1956.7144408351314,0.8222676841818896,boundary layer transition bodies of revolution,NACA-RM-A56G17
Preliminary Transonic Flutter Investigation of Models of T-Tail of Blackburn NA-39 Airplane,"Jones, George W., Jr. and Boswinkle, Robert W., Jr.",1958,33,metadc64191,19930090113,NACA-RM-SL58D10,1958.0970397334395,0.9882947307363718,flutter characteristics Blackburn NA-39,NACA-RM-SL58D10
Effects of Nature of Cooling Surface on Radiator Performance,"Parsons, S. R. and Kleinschmidt, R. V.",1921,149,metadc65737,19930091150,NACA-TR-87,1921.4596742110773,0.8587382097449601,aircraft cooling radiator performance,NACA-TR-87
Instrumentation of the Ames Supersonic Free-Flight Wind Tunnel,"Briggs, Robert O. and Kerwin, William J. and Schmidt, Stanley F.",1952,46,metadc59041,19930086880,NACA-RM-A52A18,1952.5899749793489,0.04322659682969421,aerodynamics wind tunnel testing,NACA-RM-A52A18
Effect of Drawbar Upstream Location on Air Velocity Distribution at the Inlet Face of Reactor Segment Designed by the General Electric Company,"Nagey, T. F. and Sams, E. W.",1953,11,metadc62070,19930089067,NACA-RM-E52L22,1953.1971275782184,0.37211179740378597,drawbars flow characteristics,NACA-RM-E52L22
"Experimental Investigation of the Stability, Control, and Induced Rolling Moments of a Canard Missile Airframe at a Mach Number of 1.7","Chubb, Robert S.",1952,26,metadc59344,19930087242,NACA-RM-A52G29,1952.4001710533607,0.9109847727591466,missiles canard missiles missile design,NACA-RM-A52G29
Investigation of a Thin Wing of Aspect Ratio 4 in the Ames 12-Foot Pressure Wind Tunnel 1: Characteristics of a Plain Wing,"Johnson, Ben H., Jr.",1948,37,metadc57632,19930085371,NACA-RM-A8D07,1948.0576425523961,0.5597458778078104,aerodynamics aircraft wings,NACA-RM-A8D07
Experimental Investigation of the Static Aerodynamic and Dynamic Damping-in-Roll Characteristics of an 8-Cm Aircraft Rocket With Solid and Slotted Fins,"Chubb, Robert S.",1952,43,metadc59155,19930087011,NACA-RM-A52C04,1952.2636875602188,0.8038970086245176,missiles cruciform missiles,NACA-RM-A52C04
Effect of Flow Incidence and Reynolds Number on Low-Speed Aerodynamic Characteristics of Several Noncircular Cylinders With Applications to Directional Stability and Spinning,"Polhamus, Edward C.",1958,54,metadc57002,19930085064,NACA-TN-4176,1958.851415919212,0.8867735910369305,aerodynamics noncircular cylinders flow characteristics,NACA-TN-4176
Flight Determination of the Longitudinal Stability of a 1/10-Scale Rocket-Powered Model of the Northrop MX-775A Missile at Low Lift Coefficients and Mach Numbers From 0.89 to 1.34,"Gillespie, Warren, Jr. and Arbic, Richard G.",1952,33,metadc59407,19930087322,NACA-RM-SL52I12,1952.9850097773146,0.9898605548606785,Northrop MX-775A missiles missile stability,NACA-RM-SL52I12
Free-Flight Longitudinal-Stability Investigation Including Some Effects of Wing Elasticity From Mach Numbers of 0.85 to 1.34 of a Tailless Missile Configuration Having a 45 Degree Sweptback Wing of Aspect Ratio 5.5,"Arbic, Richard G. and Gillespie, Warren, Jr.",1953,30,metadc59715,19930087720,NACA-RM-L53F18,1953.232006761515,0.6386446886505774,aircraft stability wing elasticity,NACA-RM-L53F18
Stability Investigation of a Blunt Cone and a Blunt Cylinder With a Square Base at Mach Numbers From 0.64 to 2.14,"Coltrane, Lucille C.",1958,32,metadc64415,19930090238,NACA-RM-L58G24,1958.4503886451525,0.6472072479172878,aircraft stability bluff body shapes,NACA-RM-L58G24
"Drag Minimization for Wings in Supersonic Flow, With Various Constraints","Heaslet, Max A. and Fuller, Franklyn B.",1958,30,metadc57246,19930085169,NACA-TN-4227,1958.8395739227904,0.8511399154426437,aerodynamics inviscid fluid drag aerodynamics,NACA-TN-4227
Matching of Auxiliary Inlets to Secondary-Air Requirements of Aircraft Ejector Exhaust Nozzles,"Hearth, Donald P. and Englert, Gerald W. and Kowalski, Kenneth L.",1955,39,metadc61271,19930088670,NACA-RM-E55D21,1955.5917328548671,0.030617690420129295,aircraft nozzles exhaust nozzles aircraft cooling,NACA-RM-E55D21
Preliminary Wind Tunnel Investigation of Two Types of Jet-Exit Configurations for Control of Aircraft,"Englert, Gerald W. and Leissler, L. Abbott",1954,20,metadc60039,19930088065,NACA-RM-E54E27,1954.0628891946985,0.5815398475477817,jet-exit configurations aircraft control,NACA-RM-E54E27
Interaction of an Exhaust Jet and Elementary Contoured Surfaces Located in a Supersonic Air Stream,"Wasserbauer, Joseph F. and Englert, Gerald W.",1956,20,metadc62681,19930089349,NACA-RM-E56A16,1956.1998110346408,0.859831972271379,exhaust nozzles jet effects,NACA-RM-E56A16
Effects of a J34 Turbojet Engine on Supersonic Diffuser Performance,"Beheim, Milton A. and Englert, Gerald W.",1956,17,metadc61729,19930088936,NACA-RM-E55I21,1956.9414337129836,0.8674670113997344,aerodynamics air flow aircraft inlets,NACA-RM-E55I21
Interaction of a Jet and Flat Plate Located in an Airstream,"Englert, Gerald W. and Wasserbauer, Joseph F. and Whalen, Paul",1955,26,metadc61592,19930088860,NACA-RM-E55G19,1955.8974367808883,0.9097412353602279,exhaust nozzles jet interference,NACA-RM-E55G19
"Pressure Recovery, Drag, and Subcritical Stability Characteristics of Three Conical Supersonic Diffusers at Stream Mach Numbers From 1.7 to 2.0","Nussdorfer, Theodore J. and Obery, Leonard J. and Englert, Gerald W.",1952,31,metadc59049,19930086890,NACA-RM-E51H27,1952.796012940426,0.032313888591746776,aircraft inlets flow characteristics,NACA-RM-E51H27
Effect of Jet-Nozzle-Expansion Ratio on Drag of Parabolic Afterbodies,"Englert, Gerald W. and Vargo, Donald J. and Cubbison, Robert W.",1954,26,metadc60306,19930088172,NACA-RM-E54B12,1954.5594029053887,0.2381074311093403,aircraft nozzles jet effects,NACA-RM-E54B12
Wind-Tunnel Technique for Simultaneous Simulation of External Flow Field About Nacelle Inlet and Exit Airstreams at Supersonic Speeds,"Englert, Gerald W. and Luidens, Roger W.",1957,25,metadc56364,19930084712,NACA-TN-3881,1957.2591453850287,0.5713948492208425,pressure fields interference effects,NACA-TN-3881
Tests of Ring-Stiffened Circular Cylinders Subjected to a Transverse Shear Load,"Peterson, James P. and Updegraff, Richard G.",1958,12,metadc57404,19930085245,NACA-TN-4403,1958.9881451186823,0.6734728048575808,circular cylinders shear load,NACA-TN-4403
Free-Jet Performance Configurations of the XRJ43-MA-3 Ram-Jet Engine,"McAulay, John E. and Campbell, Carl E.",1955,82,metadc62158,19930089102,NACA-RM-E55H22,1955.4275364733926,0.29616098161740356,XRJ43-MA-3 ramjet engines,NACA-RM-E55H22
Altitude Component Performance of the YJ73-GE-3 Turbojet Engine,"McAulay, John E. and Campbell, Carl E.",1955,49,metadc60370,19930088189,NACA-RM-E54D09,1955.1072272291397,0.41584618562899267,YJ73-GE-3 turbojet engines,NACA-RM-E54D09
Effect of Free Methyl Radicals on Slow Oxidation of Propane and Ethane,"McDonald, Glen E. and Schalla, Rose L.",1952,21,metadc59308,19930087195,NACA-RM-E52G17,1952.857598281942,0.07644999001715735,methyl radicals aircraft fuel,NACA-RM-E52G17
Some Operating Experience and Problems Encountered During Operation of a Free-Jet Facility,"McAulay, John E. and Prince, William R.",1957,21,metadc62876,19930089463,NACA-RM-E56J02,1957.952265294478,0.45676221473635625,ramjet engines flow pulsation,NACA-RM-E56J02
The Effects Upon Body Drag of Jets Exhausting From Wing-Mounted Nacelles,"Rainey, Robert W.",1956,90,metadc62583,19930089298,NACA-RM-L56A09,1956.9571122942398,0.07061975867060344,drag characteristics wing-mounted nacelles,NACA-RM-L56A09
Effect of Variations in Reynolds Number on the Aerodynamic Characteristics of Three Bomb or Store Shapes at a Mach Number of 1.62 With and Without Fins,"Rainey, Robert W.",1953,40,metadc59560,19930087514,NACA-RM-L53D27,1953.1018525030254,0.7566197051898854,bombs aircraft stores aerodynamics,NACA-RM-L53D27
Investigation at Supersonic Speeds of the Effects of Bomb-Bay Configuration Upon the Aerodynamic Characteristics of Fuselages With Noncircular Cross Sections,"Rainey, Robert W.",1956,64,metadc62939,19930089496,NACA-RM-L56H20,1956.3232109677822,0.2022618140483443,bomb-bay configurations aerodynamics,NACA-RM-L56H20
Investigation of the Effects of Bomb-Bay Configuration Upon the Aerodynamic Characteristics of a Body With Circular Cross Section at Supersonic Speeds,"Rainey, Robert W.",1955,85,metadc61365,19930088729,NACA-RM-L55E27,1955.4834554289073,0.6567104081073752,bomb bays body-bomb-bay combinations,NACA-RM-L55E27
