title,creator,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Performance of Single-Stage Turbine of Mark 25 Torpedo Power Plant with Two Special Nozzles 1 - Efficiency with 0.45-inch Rotor Blades,"Schum, Harold J.",1949,15,metadc65236,20090022319,NACA-RM-SE9G20A,1949.9988828588107,0.9809070459585564,Mark 25 torpedo aircraft turbines,NACA-RM-SE9G20A
Preliminary Analysis of Axial-Flow Compressors Having Supersonic Velocity at the Entrance of the Stator,"Ferri, Antonio",1949,36,metadc65000,20090011997,NACA-RM-L9G06,1949.00349707429,0.6901421795807802,axial-flow compressors flow characteristics,NACA-RM-L9G06
Analysis of Heat and Compressibility Effects in Internal Flow Systems and High-Speed Tests of a Ram-Jet System,"Becker, John V.",1942,40,metadc60041,19930091852,NACA-TR-773,1942.5342642980645,0.7539219322170151,ram-jets wind tunnels,NACA-TR-773
"Acceleration, Stress, and Deflection Measurements on the XB-15 Bomber in Gusty Air","Pearson, Henry A.",1939,13,metadc61098,19930092617,NACA-WR-L-540,1939.7927121779412,0.996110495909469,testing XB-15 Bomber,NACA-WR-L-540 NACA-MR
"Acceleration Measurements During Landings of a 1/5.5-Size Dynamic Model of the Columbia XJL-1 Amphibian in Smooth Water and in Waves: Langley Tank Model 208M, TED No. NACA 2336","Clement, Eugene P.",1947,22,metadc64233,20050019362,NACA-RM-L7H29,1947.1593791930309,0.7626489852838528,Columbia XJL-1 hydrodynamics,NACA-RM-L7H29
Air-Stream Surveys in the Vicinity of the Tail of a 1/8.33-Scale Powered Model of the Republic XF-12 Airplane,"Foster, Gerald V.",1947,50,metadc64217,20050019335,NACA-RM-L7D09,1947.5578887135975,0.008419904292319202,XF-12 performance characteristics,NACA-RM-L7D09
Aerodynamic Characteristics of a Number of Modified NACA Four-Digit-Series Airfoil Sections,"Loftin, Laurence K., Jr.",1947,40,metadc64893,20050080677,NACA-RM-L7I22,1947.845126907439,0.12127860015670144,airfoils aerodynamics,NACA-RM-L7I22
Aerodynamic Characteristics of the NACA 747A315 and 747A415 Airfoils From Tests in the NACA Two-Dimensional Low-Turbulence Pressure Tunnel,"von Doenhoff, Albert E.",1944,14,metadc61427,19930092812,NACA-WR-L-156,1944.823306463189,0.5143345797045933,airfoils lift characteristics,NACA-WR-L-156 NACA-CB-L4I25
Aerodynamic Characteristics of Four Republic Airfoil Sections from Tests in Langley Two-Dimensional Low-Turbulence Tunnels,"Klein, Milton M.",1945,18,metadc64938,20050185542,NACA-MR-L5I19,1945.4952025796995,0.8731321838775301,XF-12 airfoils lift characteristics,NACA-MR-L5I19
Aerodynamic Characteristics of Several Modifications of a 0.45-Scale Model of the Vertical Tail of the Curtiss XP-62 Airplane,"Lowry, John G.",1946,9,metadc62683,19930093698,NACA-WR-L-736,1946.5550932548128,0.19603255396339958,investigations X-62 airplane,NACA-WR-L-736 NACA-MR-L6F27
Aerodynamic Data for a Wing Section of the Republic XF-12 Airplane Equipped With a Double Slotted Flap,"Cahill, Jones F.",1946,38,metadc61451,19930092826,NACA-WR-L-544,1946.8825717141826,0.4141102041810436,aircraft flaps Republic XF-12,NACA-WR-L-544 NACA-MR-L6A08A
Aerodynamic Characteristics of a 4-Engine Monoplane Showing Effects of Enclosing the Engines in the Wing and Comparisons of Tractor- and Pusher-Propeller Arrangements,"Silverstein, Abe",1938,43,metadc62602,19930093641,NACA-WR-L-456,1938.0720736794246,0.8199346828902319,aircraft engines aircraft nacelles aircraft propellers,NACA-WR-L-456 NACA-ACR
Aerodynamic Characteristics of Four NACA Airfoil Sections Designed for Helicopter Rotor Blades,"Stivers, Louis S., Jr.",1946,15,metadc61378,19930092781,NACA-WR-L-29,1946.5602853095852,0.9975888670930788,airfoils testing,NACA-WR-L-29 NACA-RB-L5K02
Aerodynamic Characteristics of a Slot-Lip Aileron and Slotted Flap for Dive Brakes,"Rogallo, F. M.",1941,4,metadc61438,19930092817,NACA-WR-L-337,1941.2881116855913,0.5457761820926214,dive brakes investigations,NACA-WR-L-337 NACA-ACR
Analysis of Available Data on Control Surfaces Having Plain-Overhang and Frise Balances,"Purser, Paul E.",1944,33,metadc61487,19930092849,NACA-WR-L-665,1944.043824212776,0.03223437227192982,analyses Frise balances,NACA-WR-L-665 NACA-ACR-L4E13
Analysis of V-G Records from the SNB-1 Airplane,"Walker, Walter G.",1946,18,metadc62643,19930093672,NACA-WR-L-759,1946.9394879014997,0.25857820171595713,SNB-1 aircraft power airspeed data,NACA-WR-L-759 NACA-MR-L6F27a
An Analytical Investigation of the Effects of Elevator-Fabric Distortion on the Longitudinal Stability and Control of an Airplane,"Mathews, Charles W.",1944,10,metadc60987,19930092548,NACA-WR-L-142,1944.890433349769,0.5977823273964965,airplanes fabric distortions,NACA-WR-L-142 NACA-ACR-L4E30
Flight Measurements of the Flying Qualities of a Lockheed P-80A Airplane (Army No. 44-85099): Lateral- and Directional-Stability and Control Characteristics,"Anderson, Seth B.",1947,53,metadc63775,20030063229,NACA-RM-A7J24,1947.730467697965,0.32275358997413994,Lockheed P-80A aircraft stability aircraft control,NACA-RM-A7J24
Flight Investigation of the Effects of Ice on an I-16 Jet-Propulsion Engine,"Pragliola, Philip C.",1947,20,metadc65400,20090025262,NACA-RM-E7A20a,1947.5650348278675,0.711366848207374,icing characteristics I-16 engines jet propulsion engines,NACA-RM-E7A20a
Flight Test Results of Rocket-Propelled Buffet-Research Models Having 45 Degree Sweptback Wings and 45 Degree Sweptback Tails Located in the Wing Chord Plane,"Mason, Homer P.",1953,26,metadc64871,20050041783,NACA-RM-L53I10,1953.0198002806733,0.41226360467496403,aerodynamics aircraft tails,NACA-RM-L53I10
Flight Tests of a Curtiss No. 838-1C2-18 Three-Blade Propeller Having Trailing-Edge Extensions,"Gardner, John J.",1947,34,metadc64212,20050019331,NACA-RM-L7D10,1947.3630834882247,0.6559016655849442,Curtiss No. 838-1C2-18 aircraft propellers,NACA-RM-L7D10
"Flight Tests of a 0.13-Scale Model of the Convair XFY-1 Vertically Rising Airplane with the Lower Vertical Tail Removed, TED No. DE 368","Lovell, Powell M., Jr.",1954,17,metadc64595,20050028502,NACA-RM-SL54E07,1954.612212465113,0.48952360310056964,Convair XFY-1 flight characteristics,NACA-RM-SL54E07
"Free-Spinning-Tunnel Investigation of a 1/24-Scale Model of the Grumman AF-2S, -2W Airplane","Klinar, Walter J.",1950,39,metadc64711,20050029448,NACA-RM-SL51B20,1950.8567361553394,0.9724760941475805,Grumman AF-2S Grumman AF-2W spinning characteristics,NACA-RM-SL51B20
Free-Spinning-Tunnel Tests of a 1/24-Scale Model of the McDonnell XP-88 Airplane with a Conventional Tail,"Berman, Theodore",1947,31,metadc64227,20050019357,NACA-RM-L7H21,1947.560913431537,0.7597542447710214,McDonnell XP-88 spinning characteristics,NACA-RM-L7H21
Free-Spinning-Tunnel Tests of a 1/24-Scale Model of the North American XP-86 Airplane,"Berman, Theodore",1948,29,metadc64620,20050028753,NACA-RM-SL8D22,1948.2730877187648,0.47465199496873867,North American XP-86 spinning characteristics,NACA-RM-SL8D22
Free-Spinning-Tunnel Tests of a 1/24-Scale Model of the McDonnell XP-88 Airplane with a Vee Tail,"Berman, Theodore",1947,22,metadc64205,20050019318,NACA-RM-L7J23,1947.4208831815627,0.44001209779234296,McDonnell XP-88 spinning characteristics,NACA-RM-L7J23
Free-Spinning-Tunnel Tests of a 1/29-Scale Model of the Republic XP-91 Airplane with a Vee Tail Installed,"Snyder, Thomas L.",1948,16,metadc64320,20050019414,NACA-RM-L7L03,1948.9106328391713,0.8663396712241834,Republic XP-91 spinning characteristics,NACA-RM-L7L03
General Characteristics of a Airspeed System using Fuselage Static Vents on a Swept-Wing Airplane,"Johnston, J. Ford",1949,6,metadc65543,20090026502,NACA-RM-SL9J21,1949.1625841134849,0.32224104828268263,aircraft fuselages wing-flow method,NACA-RM-SL9J21
"Heat of Combustion of the Product Formed by the Reaction of Acetylene, Ethylene, and Diborane","Tannenbaum, Stanley",1957,4,metadc64886,20050071703,NACA-RM-E53H18,1957.341763710951,0.1402697275442002,acetylene ethylene diborane,NACA-RM-E53H18
The High-Speed Longitudinal Stability and Control of the Bell P-39N-1 Airplane as Calculated from Propeller-Off Tests of a 0.35-Scale Model,"Robinson, Robert C.",1947,51,metadc65462,20090026314,NACA-RM-SA6L27,1947.9085328803392,0.11835112586389662,Bell P-39N-1 aircraft stability aircraft control,NACA-RM-SA6L27
Effect of Three Modifications on Performance of Auxiliary-Stage Supercharger for V-1710-93 Engine,"Downing, Richard M.",1946,18,metadc63784,20030063276,NACA-RM-E6J18,1946.3461722430714,0.020857045965083088,aircraft superchargers V-1710-93 engine aircraft performance,NACA-RM-E6J18
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms June 2, 1947 to June 7, 1947 at Clinton County Army Air Field, Ohio","Funk, Jack",1948,34,metadc64068,20050010182,NACA-RM-L7J31,1948.7270550438436,0.11077774623588255,meteorology gust data,NACA-RM-L7J31
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms May 13, 1947 to May 29, 1947 at Clinton County Army Air Field, Ohio","Tolefson, Harold B.",1948,27,metadc64273,20050019385,NACA-RM-L7J29,1948.3087132267908,0.8900439607891091,meteorology gust data,NACA-RM-L7J29
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms June 11, 1947 to July 11, 1947 at Clinton County Army Air Field, Ohio","Funk, Jack",1948,49,metadc64154,20050019282,NACA-RM-L7K25,1948.4394672976384,0.5879139547527643,meteorology gust data,NACA-RM-L7K25
Experimental Determination of Linear Dynamics of Two-Spool Turbojet Engines,"Novik, David",1954,63,metadc65498,20090026356,NACA-RM-E54J11,1954.8174859685716,0.12760553014323484,turbojet engines linear dynamics,NACA-RM-E54J11
Factors Affecting the Starting Characteristics of Gas-Turbine Engines,Lewis Laboratory Fuels Panel,1951,71,metadc65373,20090023715,NACA-RM-SE51B02,1951.0058430826452,0.6728469107041289,gas-turbine engines starting characteristics,NACA-RM-SE51B02
Effect of Inlet Air Distortion on the Steady-State and Surge Characteristics of an Axial-Flow Turbojet Compressor,"Ciepluch, Carl C.",1948,25,metadc64864,20050040787,NACA-RM-E57L12,1948.8629025461448,0.07189181463712357,axial-flow compressors turbojet compressors,NACA-RM-E57L12
"Effect of Some External Crosswise Stiffeners on the Heat Transfer and Pressure Distribution on a Flat Plate at Mach Numbers of 0.77, 1.39, and 1.98","Carter, Howard S.",1957,22,metadc65499,20090026357,NACA-RM-SL57E31a,1957.7351509473338,0.5922390730670983,flat plates heat transfer characteristics pressure distributions,NACA-RM-SL57E31a
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms August 16, 1947 to August 20, 1947 at Clinton County Army Air Field, Ohio","Funk, Jack",1948,48,metadc64080,20050019240,NACA-RM-L8B04,1948.5390739963918,0.3273029231045892,meteorology gust data,NACA-RM-L8B04
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms September 10, 1947 to September 15, 1947 at Clinton County Army Air Field, Ohio","Funk, Jack",1948,55,metadc64139,20050019277,NACA-RM-L8C31,1948.9079878644916,0.6985611417452346,meterology gust data,NACA-RM-L8C31
"Evaluation of Gust and Draft Velocities from Flights of P-61C Airplanes within Thunderstorms September 4, 1947 to September 5, 1947 at Clinton County Army Air Field, Ohio","Funk, Jack",1948,30,metadc64132,20050019272,NACA-RM-L8C19,1948.1345296438296,0.5311866301236458,meteorology gust data,NACA-RM-L8C19
The High-Speed Longitudinal Stability and Control of the Bell P-39N-1 Airplane as Calculated from Propeller-Off Tests of a 0.35-Scale Model,"Robinson, Robert C.",1947,51,metadc64345,20050019431,NACA-RM-A6L27,1947.0191665608606,0.5728275800662112,Bell P-39N-1 aircraft stability aircraft control,NACA-RM-A6L27
High-Speed Aerodynamic Characteristics of a 1/7-Scale Model of the Northrop YB-49 Airplane,"Robinson, Robert C.",1947,40,metadc63792,20030063936,NACA-RM-A7C13,1947.611548652361,0.11738405353857162,Northrop YB-49 aerodynamics,NACA-RM-A7C13
Notes on New French Commercial Airplanes,,1935,16,metadc65348,20090023670,NACA-SR-41,1935.6696122494695,0.8196784519913682,Wibault 670 aircraft design,NACA-SR-41
"Paris Aviation Salon, 1934",,1934,66,metadc65353,20090023691,NACA-SR-26,1934.5690997157567,0.7824971261370538,aircraft design aircraft history,NACA-SR-26
Estimated Flying Qualities of the Martin Model 202 Airplane,"Weil, Joseph",1947,46,metadc64395,20050019466,NACA-RM-L7A31,1947.9544709478237,0.6841028951113441,Martin Model 202 flying qualities,NACA-RM-L7A31
Estimation of the Spin and Recovery Characteristics of the North American XSN2J-1 Airplane,"Snyder, Thomas L.",1947,16,metadc64284,20050019393,NACA-RM-L7F23b,1947.5739702929475,0.21600534226202395,North American XSN2J-1 spinning characteristics spin recovery characteristics,NACA-RM-L7F23b
Free-Spinning-Tunnel Investigation of a 1/20-Scale Model of the McDonnell XF2H-1 Airplane,"Berman, Theodore",1949,18,metadc65561,20090026525,NACA-RM-SL9F17,1949.7369197529147,0.9808462857432199,McDonnell XF2H-1 spin-recovery characteristics,NACA-RM-SL9F17
Free-Spinning and Tumbling Tests of a 1/16-Scale Model of the McDonnell XP-85 Airplane,"Klinar, Walter J.",1947,38,metadc64589,20050028500,NACA-RM-L7C10,1947.9496269529452,0.016766314105323366,McDonnell XP-85 spin recovery characteristics,NACA-RM-L7C10
"Free-Spinning-Tunnel Tests of a 1/16-Scale Model of the Chance Vought XF5U-1 Airplane, TED No. NACA 2349","White, Richard P.",1947,49,metadc64197,20050019312,NACA-RM-L7I23,1947.3862959327244,0.1345066900851406,Chance Vought XF5U-1 spinning characteristics,NACA-RM-L7I23
Free-Spinning-Tunnel Investigation of a 1/30-Scale Model of the Grumman XF10F-1 Airplane,"Berman, Theodore",1950,32,metadc65330,20090023626,NACA-RM-SL50L14,1950.120014239837,0.15225273667120598,Grumman XF10F-1 spinning characteristics,NACA-RM-SL50L14
"Free-Spinning-Tunnel Tests of a 1/18-Scale Model of the Fairchild XNQ-1 Airplane, TED No. NACA 2398","Daughtridge, Lee T., Jr.",1946,27,metadc64854,20050031171,NACA-RM-L6H28,1946.0450608288477,0.677545714283673,Fairchild XNQ-1 spinning characteristics,NACA-RM-L6H28
Free-Spinning-Tunnel Tests of a 1/35-Scale Model of the Douglas XB-43 Airplane,"Snyder, Thomas L.",1947,34,metadc64290,20050019397,NACA-RM-L7G01,1947.2821503987977,0.15939361504273875,Douglas XB-43 spinning characteristics,NACA-RM-L7G01
Measurements of Atmospheric Turbulence on Seattle-Alaska Airways,"Funk, Jack",1947,10,metadc64177,20050019299,NACA-RM-L7I25,1947.9562974154994,0.04181460632684986,aircraft turbulence air-borne radar,NACA-RM-L7I25
NACA Conference on Aircraft Structures,,1951,168,metadc63686,19930094867,NACA-CONF-1951,1951.0976365332372,0.08782474647601257,aircraft structures aircraft design,NACA-CONF-1951
Performance of 19XB-2A Gas Turbine 1 - Effect of Pressure Ratio and Inlet Pressure on Turbine Performance for an Inlet Temperature of 800 Degrees R,"Kohl, Robert C.",1946,8,metadc65551,20090026507,NACA-RM-E6K18,1946.2210652814401,0.6254213764286374,19XB-2A turbines aircraft turbines,NACA-RM-E6K18
Performance of Axial-Flow Supersonic Compressor of XJ55-FF-1 Turbojet Engine 2 - Performance of Inlet Guide Vanes as Separate Component,"Graham, Robert C.",1949,20,metadc65369,20090023712,NACA-RM-SE9E03,1949.8635393699606,0.43098815914239297,axial-flow compressors inlet guide vanes,NACA-RM-SE9E03
Charts for the Minimum-Weight Design of 24S-T Aluminum-Alloy Flat Compression Panels With Longitudinal Z-Section Stiffeners,"Schuette, Evan H.",1945,64,metadc60911,19930092498,NACA-WR-L-197,1945.3170064439855,0.6837482268028969,24S-T aluminum alloy material properties aircraft stiffeners,NACA-WR-L-197 NACA-ARR-L5F15
Attainment of a Straight-Line Trajectory for a Preset Guided Missile With Special Reference to Effect of Wind or Target Motion,"Ribner, Herbert S.",1945,11,metadc62433,19930093509,NACA-WR-L-590,1945.8454214387334,0.5942262301257739,missile testing guided missiles aerodynamics,NACA-WR-L-590 NACA-MR-L5H21b
An Automatically Variable Control Linkage and Its Effect on the Lateral-Control Characteristics of a High-Speed Fighter Airplane,"Gillis, Clarence L.",1944,17,metadc61488,19930092850,NACA-WR-L-65,1944.8184269301191,0.34902473909079257,aircraft controls aircraft design control linkages,NACA-WR-L-65 NACA-RB-L4E23
Chemical and Physical Properties of Hi-Cal-2,"Spakowski, A. E.",1955,9,metadc64882,20050071619,NACA-RM-E55J03,1955.422609836479,0.20829979929420495,propellants aircraft fuels,NACA-RM-E55J03
Charts Showing Stability and Control Characteristics of Airplanes in Flight,Stability and Control Section. Flight Research Division,1944,31,metadc60953,19930092528,NACA-WR-L-706,1944.3093755422979,0.06286408619605499,aircraft control aircraft stability conference materials,NACA-WR-L-706 NACA-MR-L4L26
Column and Plate Compressive Strengths of Aircraft Structural Materials: Extruded 14S-T Aluminum Alloy,"Heimerl, George J.",1946,25,metadc62232,19930093368,NACA-WR-L-284,1946.1554379834186,0.6452682717873265,14S-T aluminum alloy stress testing,NACA-WR-L-284 NACA-ARR-L6C19
Comparative Tests of the Strength and Tightness of Commercial Flush Rivets of One Type and NACA Flush Rivets in Machine-Countersunk and Counterpunched Joints,"Mandel, Merven W.",1944,14,metadc61746,19930093010,NACA-WR-L-297,1944.238041844017,0.6696179846275009,flush rivets metallic properties aircraft construction,NACA-WR-L-297 NACA-RB-4B18
Comparison of Intercooler Characteristics,"Reuter, J. George",1941,28,metadc65174,20090016326,NACA-SR-192,1941.5633071190587,0.7276984582410304,fluid mechanics thermodynamics intercoolers,NACA-SR-192
Comparison of the Knock-Limited Performance of Triptane With 23 Other Purified Hydrocarbons,"Branstetter, J. Robert",1945,43,metadc62298,19930093412,NACA-WR-E-259,1945.9386141665602,0.6956446249869083,aircraft power fuel testing triptane,NACA-WR-E-259 NACA-MR-E5E15
Comparison of Structural Efficiencies of Diagonal-Tension Webs and Truss Webs of 24S-T Aluminum Alloy,"Ochiltree, David W.",1945,8,metadc60972,19930092539,NACA-WR-L-34,1945.3855212781639,0.3439188719342514,metallic properties aluminum alloy,NACA-WR-L-34 NACA-RB-L5F25
Comparative Cooling of Cylinders of Nonuniform Fin Width With Tight-Fitting Baffles and With Baffles That Provide Constant Flow-Path Areas,"Schey, Oscar W.",1944,25,metadc61906,19930093139,NACA-WR-E-85,1944.621111581264,0.36573960152030427,thermodynamics aircraft baffles cooling fins,NACA-WR-E-85 NACA-ARR-E4D21
Component Performance Investigation of J71 Experimental Turbine 2 - Internal-Flow Conditions with 97-Percent-Design Stator Areas,"Rebeske, John J., Jr.",1956,22,metadc64869,20050041779,NACA-RM-E54L16-Pt-2,1956.4847646647079,0.8123087479285024,"aircraft design, testing and performance aircraft turbines",NACA-RM-E54L16-Pt-2
Component Performance Investigation of J71 Experimental Turbine 4 - Effect of First-Stator Adjustment; Over-All Performance of J71-97 Turbine With 132-Percent-Design Stator Area,"Davison, Elmer H.",1956,21,metadc63069,19930094386,NACA-RM-E55H09,1956.5460107942376,0.22567896982716984,aircraft turbines stators,NACA-RM-E55H09
Component Performance Investigation of J71 Experimental Turbine 3 - Effect of Third-Stage Shrouding on Over-All Performance,"Petrash, Donald A.",1956,15,metadc64895,20050080689,NACA-RM-E55C29,1956.6694453881155,0.2581821931911853,"aircraft design, testing and performance aircraft turbines",NACA-RM-E55C29
Component Performance Investigation of J71 Type II Turbines 5 - Internal Flow Conditions of J71 Type IIA Turbine,"Schum, Harold J.",1955,25,metadc65284,20090023306,NACA-RM-E55H05,1955.2265270145722,0.7190106625486042,aircraft design aircraft testing aircraft performance,NACA-RM-E55H05
Compressibility Effects on the Longitudinal Stability and Control of a Pursuit-Type Airplane as Measured in Flight,"Turner, William N.",1946,301,metadc60146,19930091926,NACA-TR-854,1946.3554153459802,0.3566256340041679,aircraft stability aircraft control compressibility effects,NACA-TR-854
Compressibility Effects in Aeronautical Engineering,"Stack, John",1941,28,metadc64993,20070026133,NACA-ACR,1941.3007523681545,0.3739210162315122,aeronautics (general) compressible-flow,NACA-ACR NACA-SR-207
Component Performance Investigation of J71 Type II Turbines 3 - Overall Performance of J71 Type IIA Turbine,"Schum, Harold J.",1955,18,metadc65206,20090021651,NACA-RM-E55A20,1955.8172196324545,0.8312269801733291,aircraft propulsion and power aircraft turbines,NACA-RM-E55A20
Compression Tests of Six Curved Paper-Base Plastic Panels With Outward-Acting Normal Pressure,"Schuette, Evan H.",1944,12,metadc60910,19930092497,NACA-WR-L-280,1944.108637673279,0.8366638147413398,compression testing plastics properties,NACA-WR-L-280 NACA-MR
Behavior of Vortex Systems,"Betz, A.",1933,30,metadc63535,19930094704,NACA-TM-713,1933.3215199192189,0.5903529622415525,aerodynamics airfoils vortex systems,NACA-TM-713
Collection of Balanced-Aileron Test Data,"Rogallo, F. M.",1944,205,metadc61607,19930092919,NACA-WR-L-419,1944.1694657319765,0.5411125301753468,ailerons aircraft control aircraft design,NACA-WR-L-419 NACA-ACR-4A11
Column and Plate Compressive Strengths of Aircraft Structural Materials: 24S-T Aluminum-Alloy Sheet,"Lundquist, Eugene E.",1945,42,metadc62255,19930093380,NACA-WR-L-190,1945.8980178630077,0.01354475679831546,24S-T aluminum alloy material properties aircraft construction,NACA-WR-L-190 NACA-ARR-L5F01
A Comparison of Data Obtained by Two Flight Techniques for Determining the Sideslip Characteristics of a Fighter Airplane,"Johnson, Harold I.",1945,10,metadc61000,19930092556,NACA-WR-L-87,1945.2103467778675,0.6011428625168972,data collection sideslip aircraft performance,NACA-WR-L-87 NACA-RB-L5F25a
Comparison of Predicted and Actual Control-Fixed Stability and Control Characteristics of a Douglas A-26B Airplane,"Crane, Harold L.",1945,42,metadc61056,19930092594,NACA-WR-L-608,1945.7081409002606,0.7959248999996659,aircraft design aircraft testing flying quality comparisons Douglas A-26B,NACA-WR-L-608 NACA-MR-L5D06
"Comparison of Three Exit-Area Control Devices on an N.A.C.A. Cowling, Special Report","McHugh, James G.",1940,11,metadc65123,20090015113,NACA-SR-144,1940.3171625441892,0.17162045397582038,aircraft design aircraft testing aircraft performance cowling flaps,NACA-SR-144
Comparison of Water-Load Distributions Obtained during Seaplane Landings with Bureau of Aeronautics Specifications. TED No. NACA 2413,"Smiley, Robert F.",1949,35,metadc65558,20090026524,NACA-RM-SL9G01,1949.2436248557192,0.9730059349007061,aeronautics (general) water landings,NACA-RM-SL9G01
Comparison of Wind-Tunnel Predictions with Flight Measurements of the Longitudinal-Stability and -Control Characteristics of a Douglas BTD-1 Airplane,"Bunnell, Mort V.",1947,42,metadc63772,20030063163,NACA-RM-A6L30,1947.880136581096,0.2270631000401485,aircraft stability aircraft control Navy BTD-1,NACA-RM-A6L30
Comparison of Yaw Characteristics of a Single-Engine Airplane Model With Single-Rotating and Dual-Rotating Propellers,"Neely, R. H.",1944,56,metadc62165,19930093328,NACA-WR-L-83,1944.9819535295576,0.6423252118335157,yaw characteristics aircraft propellers,NACA-WR-L-83 NACA-ACR-L4D19
Compilation of Test Data on 111 Free-Spinning Airplane Models Tested in the Langley 15-Foot and 20-Foot Free-Spinning Tunnels,"Malvestuto, Frank S., Jr.",1947,411,metadc65395,20090025259,NACA-RM-L7E15,1947.8611765262608,0.15480340144093707,aerodynamics aircraft control,NACA-RM-L7E15
Definition of Method of Measurement of Supporting and Control Surface Areas,,1931,5,metadc65140,20090015249,NACA-SR-3,1931.2795128515234,0.15868412022367095,aeronautics (general) airplanes -- areas,NACA-SR-3 NACA Misc. Paper No. 25
Computed Temperature Distribution and Cooling of Solid Gas-Turbine Blades,"Reuter, J. George",1947,13,metadc63880,20030064303,NACA-RM-E7B11h,1947.6884308068547,0.3899717126665089,aircraft propulsion and power thermodynamics,NACA-RM-E7B11h
"Concluding Report of Free-Spinning, Tumbling, and Recovery Characteristics of a 1/18-Scale Model of the Ryan X-13 Airplane, Coord. No. AF-199","Bowman, James S., Jr.",1957,34,metadc64574,20050028487,NACA-RM-SL57D11,1957.9416333761076,0.5369100025222323,aircraft design aircraft testing aircraft performance,NACA-RM-SL57D11
Consideration of Auxiliary Jet Propulsion for Assisting Take-Off,"Turner, L. Richard",1940,31,metadc62455,19930093526,NACA-WR-E-49,1940.5509455332876,0.20002682859782306,calculations jet fuel aircraft take-off,NACA-WR-E-49 NACA-ACR
Compressive Strength of Flat Panels With Z-Section Stiffeners,"Rossman, Carl A.",1944,18,metadc60979,19930092544,NACA-WR-L-499,1944.5019379360458,0.0054523171162352835,compression testing aluminum alloys Z-section stiffeners,NACA-WR-L-499 NACA-ARR-4B03
Critical Compressive Stress for Outstanding Flanges,"Lundquist, Eugene E.",1941,27,metadc65027,20090014138,NACA-SR-188,1941.5780979293554,0.0647646568076451,aircraft design aircraft testing aircraft performance,NACA-SR-188 NACA-TR-734
Critical Speeds and Profile Drag of the Inboard Sections of a Conventional Propeller,"Luoma, Arvo A.",1941,23,metadc62192,19930093343,NACA-WR-L-369,1941.2764254093456,0.08599349467300577,aircraft propellers compressibility effects,NACA-WR-L-369 NACA-ARR
Critical Stresses for Plates,"Lundquist, Eugene E.",1943,33,metadc62204,19930093349,NACA-WR-L-466,1943.0825460382625,0.3523622410791013,material properties critical stresses plate compression,NACA-WR-L-466 NACA-ARR-3J27
Control of Cylinder Temperatures by Thermostatically Operated Internal-Coolant Valves,"Biermann, Arnold E.",1945,29,metadc61968,19930093183,NACA-WR-E-200,1945.7132321096574,0.3501312110279312,aircraft engines engine cooling coolant valves,NACA-WR-E-200 NACA-MR-E5G16
Correlation of the Characteristics of Single-Cylinder and Flight Engines in Tests of High-Performance Fuels in an Air-Cooled Engine 1 - Cooling Characteristics,"Wilson, Robert W.",1945,18,metadc62546,19930093599,NACA-WR-E-271,1945.3809669733075,0.1597809535788256,aircraft propulsion aircraft power,NACA-WR-E-271 NACA-MR-E5J04
Computation of the Mean Tangential Velocity of the Air Leaving the Blade Tips of a Centrifugal Supercharger,"Brown, W. Byron",1945,10,metadc62510,19930093574,NACA-WR-E-11,1945.7633900083845,0.7027329350318741,aerodynamics mean tangential velocity superchargers,NACA-WR-E-11 NACA-RB-E5G21
Compressive Strength of Corrugated-Sheet-Stiffened Panels for Consolidated XB-36 Airplane,"Weinberger, Robert A.",1944,13,metadc62614,19930093651,NACA-WR-L-588,1944.6344170424002,0.757828103987641,compression testing aluminum alloys,NACA-WR-L-588 NACA-MR
Cooling of a Double-Row Radial Engine by Water Injection to the Individual Cylinders,"Monroe, Louis L.",1945,31,metadc62015,19930093218,NACA-WR-E-254,1945.3865216451684,0.2635036268645242,aircraft engines engine cooling water injection,NACA-WR-E-254 NACA-MR-E5B27
Cooling Tests of an Air-Cooled Engine Cylinder With Copper Fins on the Barrel,"Sanders, J. C.",1942,26,metadc62699,19930093708,NACA-WR-E-103,1942.4761596866663,0.6222888818022656,Wright C9GC cylinders thermodynamics cooling tests,NACA-WR-E-103 NACA-ACR
Correction of Profile-Drag Results From Variable-Density Tunnel and the Effect on the Choice of Wing-Section Thickness,"Jacobs, Eastman N.",1938,8,metadc65200,20090019124,NACA-SR-83,1938.0564172420518,0.5157674149731432,fluid mechanics thermodynamics profile-drag,NACA-SR-83
Cooling of Gas Turbines 6 - Computed Temperature Distribution Through Cross Section of Water-Cooled Turbine Blade,"Livingood, John N. B.",1947,18,metadc63859,20030064149,NACA-RM-E7B11F,1947.0244811084824,0.8081907436376209,aircraft propulsion aircraft power,NACA-RM-E7B11F
Cylinder Barrel Cooling With Bonded Preformed Copper Fins,"Foster, H. H.",1941,13,metadc61922,19930093153,NACA-WR-E-80,1941.9520479310333,0.22805942898931386,copper fins metallic properties aircraft cooling,NACA-WR-E-80 NACA-ACR
